caseid,complete_stat,is_volenteer,dh1gage,sex,marrige_stat,living_stat,province,vol_times,vol_fre,vol_time,is_work,is_workalone,gavin_times,gavin_sum,emp_stat,degree,is_citizens,is_school,is_immigration,happiness
11448,Complete,Not a volunteer but a giver,45-54 years,Male,Married,Spouse and single/non-single child(ren),Quebec,"NA",Valid skip,"NA",No,Valid skip,"NA","NA",Employed,Graduated from High school,Canadian citizen by birth only,No,Valid skip,"NA"
11449,Complete,Volunteer and giver,55-64 years,Male,Married,Spouse only,British Columbia,"NA",Once or twice (in the past 12 months),"NA",Yes,No,"NA","NA",Employed,Post-secondary diploma,Canadian citizen by birth only,No,Valid skip,"NA"
11450,Complete,Neither volunteer nor giver,25-34 years,Male,Married,Spouse and single/non-single child(ren),Prince Edward Island,"NA",Valid skip,"NA",Yes,No,"NA","NA",Employed,Graduated from High school,Other citizenship(s) non-Canadian only,No,Yes,"NA"
11451,Partial,Not a volunteer but a giver,35-44 years,Male,"Single, never married",Alone,British Columbia,"NA",Valid skip,"NA",Yes,No,"NA","NA",Unable to determine,Not stated,Undetermined,Not stated,Not stated,"NA"
11452,Complete,Not a volunteer but a giver,55-64 years,Male,"Single, never married",Alone,Quebec,"NA",Valid skip,"NA",Yes,No,"NA","NA",Employed,University Diploma,Canadian citizen by birth only,No,Valid skip,"NA"
11453,Complete,Not a volunteer but a giver,25-34 years,Male,Married,Spouse only,Saskatchewan,"NA",Valid skip,"NA",Yes,No,"NA","NA",Employed,Graduated from High school,Canadian citizen by birth only,No,Valid skip,Very satisfied
11454,Complete,Not a volunteer but a giver,45-54 years,Female,Married,Spouse only,Ontario,"NA",Valid skip,"NA",Yes,No,"NA","NA",Employed,Graduated from High school,Canadian citizen by birth only,No,Valid skip,"NA"
11455,Complete,Volunteer and giver,25-34 years,Female,"Single, never married",Alone,British Columbia,"NA",Once or twice (in the past 12 months),"NA",Yes,No,"NA","NA",Employed,University Diploma,Canadian citizen by birth only,No,Valid skip,"NA"
11456,Complete,Volunteer and giver,55-64 years,Female,Divorced,Other living arrangement,Ontario,"NA",At least once a week,"NA",Yes,Yes,"NA","NA",Employed,University Diploma,Canadian citizen by birth only,No,Valid skip,"NA"
11457,Complete,Volunteer and giver,55-64 years,Male,Married,Spouse only,Quebec,"NA",At least once a week,"NA",Yes,No,"NA","NA",Employed,Post-secondary diploma,Canadian citizen by birth only,No,Valid skip,"NA"
11458,Complete,Volunteer and giver,65 years and over,Female,Married,Spouse only,Quebec,"NA",At least once a month,"NA",Yes,Yes,"NA","NA",Employed,Less than High School,Canadian citizen by birth only,No,Valid skip,"NA"
11459,Complete,Volunteer and giver,55-64 years,Female,Married,Spouse only,Saskatchewan,"NA",At least 3 or 4 times (in the past 12 months),"NA",Yes,Yes,"NA","NA",Employed,Graduated from High school,Canadian citizen by birth only,No,Valid skip,"NA"
11460,Complete,Volunteer and giver,15-24 years,Male,Living common-law,Spouse only,New Brunswick,"NA",At least 3 or 4 times (in the past 12 months),"NA",Yes,No,"NA","NA",Employed,Post-secondary diploma,Canadian citizen by birth only,No,Valid skip,"NA"
11461,Complete,Not a volunteer but a giver,45-54 years,Male,Married,Spouse and single/non-single child(ren),Quebec,"NA",Valid skip,"NA",Yes,Yes,"NA","NA",Employed,University Diploma,Canadian citizen by birth only,No,Valid skip,"NA"
11462,Complete,"Volunteer, not giver",25-34 years,Male,Living common-law,Spouse only,Quebec,"NA",At least 3 or 4 times (in the past 12 months),"NA",Yes,No,"NA","NA",Employed,University Diploma,Canadian citizen by birth only,No,Valid skip,"NA"
11463,Complete,"Volunteer, not giver",25-34 years,Female,Living common-law,Spouse and single/non-single child(ren),New Brunswick,"NA",Daily or almost daily,"NA",Yes,No,"NA","NA",Employed,University Diploma,Canadian citizen by birth only,No,Valid skip,"NA"
11464,Complete,Not a volunteer but a giver,65 years and over,Female,Widowed,Alone,Ontario,"NA",Valid skip,"NA",No,Valid skip,"NA","NA",Not in labour force,Less than High School,Canadian citizen by naturalization only,No,Yes,"NA"
11465,Complete,Volunteer and giver,55-64 years,Female,Married,Spouse only,Alberta,"NA",At least once a week,"NA",No,Valid skip,"NA","NA",Not in labour force,Post-secondary diploma,Canadian citizen by naturalization and other citizenship(s),No,Yes,"NA"
11466,Complete,Not a volunteer but a giver,45-54 years,Male,Married,Spouse and single/non-single child(ren),Alberta,"NA",Valid skip,"NA",Yes,No,"NA","NA",Employed,Graduated from High school,Canadian citizen by birth only,No,Valid skip,"NA"
11467,Complete,Neither volunteer nor giver,55-64 years,Female,Widowed,Alone,Quebec,"NA",Valid skip,"NA",No,Valid skip,"NA","NA",Not in labour force,Graduated from High school,Canadian citizen by birth only,No,Valid skip,"NA"
11468,Complete,Volunteer and giver,55-64 years,Male,Married,Spouse only,Nova Scotia,"NA",At least once a week,"NA",Yes,Yes,"NA","NA",Employed,University Diploma,Canadian citizen by birth only,No,Valid skip,"NA"
11469,Complete,Not a volunteer but a giver,25-34 years,Male,Married,Spouse only,Alberta,"NA",Valid skip,"NA",Yes,No,"NA","NA",Employed,Graduated from High school,Canadian citizen by birth only,No,Valid skip,"NA"
11470,Complete,Volunteer and giver,55-64 years,Female,Married,Spouse and single/non-single child(ren),Quebec,"NA",At least once a month,"NA",Yes,No,"NA","NA",Employed,Post-secondary diploma,Canadian citizen by birth only,No,Valid skip,"NA"
11471,Partial,Not a volunteer but a giver,35-44 years,Male,"Single, never married",Alone,Quebec,"NA",Valid skip,"NA",Yes,Yes,"NA","NA",Unable to determine,Not stated,Undetermined,Not stated,Not stated,"NA"
11472,Complete,Volunteer and giver,55-64 years,Female,Married,Spouse only,Saskatchewan,"NA",Once or twice (in the past 12 months),"NA",No,Valid skip,"NA","NA",Employed,Post-secondary diploma,Canadian citizen by birth only,No,Valid skip,"NA"
11473,Complete,Not a volunteer but a giver,65 years and over,Male,Married,Spouse only,Prince Edward Island,"NA",Valid skip,"NA",No,Valid skip,"NA","NA",Not in labour force,University Diploma,Canadian citizen by birth only,No,Valid skip,"NA"
11474,Complete,Not a volunteer but a giver,15-24 years,Female,"Single, never married",Living with one or two parents,Alberta,"NA",Valid skip,"NA",No,Valid skip,"NA","NA",Not in labour force,Less than High School,Canadian citizen by birth only,Yes,Valid skip,"NA"
11475,Complete,Volunteer and giver,45-54 years,Female,Married,Spouse and single/non-single child(ren),Newfoundland and Labrador,"NA",Daily or almost daily,"NA",No,Valid skip,"NA","NA",Not in labour force,Post-secondary diploma,Canadian citizen by birth only,No,Valid skip,"NA"
11476,Complete,Volunteer and giver,65 years and over,Male,Married,Spouse and single/non-single child(ren),Ontario,"NA",At least once a month,"NA",Yes,Yes,"NA","NA",Employed,University Diploma,Canadian citizen by birth only,No,Valid skip,Very satisfied
11477,Complete,Volunteer and giver,35-44 years,Female,Married,Spouse and single/non-single child(ren),Ontario,"NA",At least 3 or 4 times (in the past 12 months),"NA",Yes,No,"NA","NA",Employed,University Diploma,Canadian citizen by birth only,No,Valid skip,"NA"
11478,Complete,Neither volunteer nor giver,65 years and over,Female,Living common-law,Spouse only,Saskatchewan,"NA",Valid skip,"NA",No,Valid skip,"NA","NA",Not in labour force,Graduated from High school,Canadian citizen by birth only,No,Valid skip,"NA"
11479,Complete,Not a volunteer but a giver,65 years and over,Female,Widowed,Alone,Manitoba,"NA",Valid skip,"NA",No,Valid skip,"NA","NA",Not in labour force,Less than High School,Canadian citizen by birth only,No,Valid skip,"NA"
11480,Complete,"Volunteer, not giver",25-34 years,Female,Married,Spouse only,Prince Edward Island,"NA",At least once a month,"NA",Yes,Yes,"NA","NA",Employed,University Diploma,Canadian citizen by birth only,No,Valid skip,"NA"
11481,Complete,Neither volunteer nor giver,35-44 years,Female,Divorced,Alone,Prince Edward Island,"NA",Valid skip,"NA",Yes,No,"NA","NA",Employed,Graduated from High school,Canadian citizen by birth only,No,Valid skip,"NA"
11482,Complete,Not a volunteer but a giver,55-64 years,Female,Married,Spouse and single/non-single child(ren),Prince Edward Island,"NA",Valid skip,"NA",Yes,No,"NA","NA",Employed,University Diploma,Canadian citizen by birth only,No,Valid skip,"NA"
11483,Complete,Volunteer and giver,45-54 years,Male,Widowed,Single/non-single child(ren) only,Manitoba,"NA",At least 3 or 4 times (in the past 12 months),"NA",Yes,No,"NA","NA",Employed,Graduated from High school,Canadian citizen by birth only,No,Valid skip,"NA"
11484,Complete,Not a volunteer but a giver,65 years and over,Female,Married,Spouse only,Newfoundland and Labrador,"NA",Valid skip,"NA",No,Valid skip,"NA","NA",Not in labour force,University Diploma,Canadian citizen by birth only,No,Valid skip,"NA"
11485,Complete,Volunteer and giver,35-44 years,Female,Married,Spouse only,Prince Edward Island,"NA",At least once a week,"NA",Yes,No,"NA","NA",Employed,University Diploma,Canadian citizen by birth only,No,Valid skip,Very satisfied
11486,Complete,Volunteer and giver,65 years and over,Male,Married,Spouse only,Prince Edward Island,"NA",At least once a month,"NA",No,Valid skip,"NA","NA",Not in labour force,University Diploma,Canadian citizen by birth only,No,Valid skip,"NA"
11487,Complete,Not a volunteer but a giver,55-64 years,Male,Married,Spouse only,Quebec,"NA",Valid skip,"NA",Yes,No,"NA","NA",Employed,Less than High School,Canadian citizen by birth only,No,Valid skip,"NA"
11488,Complete,Volunteer and giver,35-44 years,Female,Living common-law,Spouse and single/non-single child(ren),British Columbia,"NA",At least once a week,"NA",No,Valid skip,"NA","NA",Not in labour force,University Diploma,Canadian citizen by birth and other citizenship(s),No,Valid skip,"NA"
11489,Complete,Volunteer and giver,45-54 years,Female,Divorced,Alone,Manitoba,"NA",At least once a month,"NA",Yes,No,"NA","NA",Employed,University Diploma,Canadian citizen by birth only,No,Valid skip,Very satisfied
11490,Complete,Not a volunteer but a giver,25-34 years,Female,Married,Spouse only,Manitoba,"NA",Valid skip,"NA",Yes,No,"NA","NA",Employed,University Diploma,Canadian citizen by birth only,No,Valid skip,Very satisfied
11491,Complete,Not a volunteer but a giver,25-34 years,Male,Married,Spouse and single/non-single child(ren),British Columbia,"NA",Valid skip,"NA",Yes,No,"NA","NA",Employed,Graduated from High school,Canadian citizen by birth only,No,Valid skip,Very satisfied
11492,Complete,Volunteer and giver,55-64 years,Male,Married,Spouse only,Saskatchewan,"NA",At least once a month,"NA",Yes,No,"NA","NA",Employed,Post-secondary diploma,Canadian citizen by birth only,No,Valid skip,"NA"
11493,Complete,Volunteer and giver,15-24 years,Male,"Single, never married",Living with one or two parents,Quebec,"NA",At least once a week,"NA",No,Valid skip,"NA","NA",Unemployed,Less than High School,Canadian citizen by birth only,Yes,Valid skip,"NA"
11494,Complete,Not a volunteer but a giver,65 years and over,Female,Widowed,Alone,Alberta,"NA",Valid skip,"NA",No,Valid skip,"NA","NA",Not in labour force,Post-secondary diploma,Canadian citizen by birth only,No,Valid skip,"NA"
11495,Complete,Not a volunteer but a giver,65 years and over,Male,Married,Spouse only,British Columbia,"NA",Valid skip,"NA",No,Valid skip,"NA","NA",Not in labour force,Post-secondary diploma,Canadian citizen by naturalization and other citizenship(s),No,Yes,"NA"
11496,Complete,Not a volunteer but a giver,65 years and over,Male,Married,Spouse only,Alberta,"NA",Valid skip,"NA",No,Valid skip,"NA","NA",Not in labour force,Post-secondary diploma,Canadian citizen by naturalization only,No,Yes,Very satisfied
11497,Complete,"Volunteer, not giver",25-34 years,Female,Living common-law,Spouse only,Ontario,"NA",Once or twice (in the past 12 months),"NA",Yes,No,"NA","NA",Employed,University Diploma,Canadian citizen by birth only,No,Valid skip,"NA"
11498,Complete,Volunteer and giver,45-54 years,Male,Married,Spouse and single/non-single child(ren),Prince Edward Island,"NA",At least 3 or 4 times (in the past 12 months),"NA",Yes,Yes,"NA","NA",Employed,Post-secondary diploma,Canadian citizen by birth only,No,Valid skip,"NA"
11499,Complete,Volunteer and giver,65 years and over,Female,Married,Spouse only,Ontario,"NA",At least once a month,"NA",No,Valid skip,"NA","NA",Not in labour force,Post-secondary diploma,Canadian citizen by birth only,No,Valid skip,Very satisfied
11500,Complete,Neither volunteer nor giver,15-24 years,Female,"Single, never married",Other living arrangement,Prince Edward Island,"NA",Valid skip,"NA",Yes,No,"NA","NA",Not in labour force,Post-secondary diploma,Canadian citizen by birth only,No,Valid skip,Very satisfied
11501,Complete,Volunteer and giver,15-24 years,Female,"Single, never married",Living with one or two parents,Newfoundland and Labrador,"NA",Once or twice (in the past 12 months),"NA",Yes,No,"NA","NA",Employed,Graduated from High school,Canadian citizen by birth only,Yes,Valid skip,"NA"
11502,Complete,Volunteer and giver,35-44 years,Female,Married,Spouse only,Alberta,"NA",At least once a week,"NA",Yes,No,"NA","NA",Not in labour force,Graduated from High school,Canadian citizen by birth only,No,Valid skip,Very satisfied
11503,Complete,Not a volunteer but a giver,65 years and over,Female,Married,Spouse only,Quebec,"NA",Valid skip,"NA",No,Valid skip,"NA","NA",Not in labour force,Less than High School,Canadian citizen by birth only,No,Valid skip,"NA"
11504,Complete,Volunteer and giver,45-54 years,Male,Married,Spouse and single/non-single child(ren),Nova Scotia,"NA",At least once a month,"NA",Yes,No,"NA","NA",Employed,University Diploma,Canadian citizen by birth only,No,Valid skip,"NA"
11505,Complete,Not a volunteer but a giver,65 years and over,Male,Divorced,Alone,Saskatchewan,"NA",Valid skip,"NA",No,Valid skip,"NA","NA",Not in labour force,Less than High School,Canadian citizen by birth only,No,Valid skip,"NA"
11506,Complete,Not a volunteer but a giver,25-34 years,Male,"Single, never married",Alone,Manitoba,"NA",Valid skip,"NA",Yes,No,"NA","NA",Employed,Post-secondary diploma,Canadian citizen by birth only,No,Valid skip,"NA"
11507,Complete,Volunteer and giver,35-44 years,Female,Married,Spouse and single/non-single child(ren),Newfoundland and Labrador,"NA",At least once a month,"NA",Yes,No,"NA","NA",Employed,Post-secondary diploma,Canadian citizen by birth only,No,Valid skip,"NA"
11508,Complete,Volunteer and giver,25-34 years,Female,Living common-law,Spouse only,Quebec,"NA",At least once a week,"NA",Yes,No,"NA","NA",Employed,Post-secondary diploma,Canadian citizen by birth only,No,Valid skip,"NA"
11509,Complete,Volunteer and giver,35-44 years,Female,Married,Spouse and single/non-single child(ren),Alberta,"NA",At least once a week,"NA",Yes,No,"NA","NA",Employed,University Diploma,Canadian citizen by birth only,No,Valid skip,"NA"
11510,Complete,Not a volunteer but a giver,15-24 years,Male,"Single, never married",Living with one or two parents,Prince Edward Island,"NA",Valid skip,"NA",Yes,No,"NA","NA",Employed,Less than High School,Canadian citizen by birth only,Yes,Valid skip,"NA"
11511,Complete,Volunteer and giver,35-44 years,Female,Married,Spouse and single/non-single child(ren),Alberta,"NA",At least once a week,"NA",Yes,No,"NA","NA",Unemployed,Post-secondary diploma,Canadian citizen by birth only,Yes,Valid skip,"NA"
11512,Partial,Not a volunteer but a giver,65 years and over,Female,Widowed,Alone,Nova Scotia,"NA",Valid skip,"NA",No,Valid skip,"NA","NA",Unable to determine,Not stated,Undetermined,Not stated,Not stated,"NA"
11513,Complete,Volunteer and giver,65 years and over,Male,Married,Spouse only,Quebec,"NA",At least once a week,"NA",No,Valid skip,"NA","NA",Not in labour force,Post-secondary diploma,Canadian citizen by birth only,No,Valid skip,"NA"
11514,Complete,Not a volunteer but a giver,65 years and over,Female,Widowed,Alone,British Columbia,"NA",Valid skip,"NA",No,Valid skip,"NA","NA",Not in labour force,Post-secondary diploma,Canadian citizen by birth only,No,Valid skip,"NA"
11515,Complete,Volunteer and giver,65 years and over,Female,Widowed,Alone,Ontario,"NA",Once or twice (in the past 12 months),"NA",No,Valid skip,"NA","NA",Not in labour force,Post-secondary diploma,Canadian citizen by birth only,No,Valid skip,"NA"
11516,Complete,Not a volunteer but a giver,45-54 years,Male,Married,Alone,Alberta,"NA",Valid skip,"NA",No,Valid skip,"NA","NA",Employed,Post-secondary diploma,Canadian citizen by naturalization and other citizenship(s),No,Yes,"NA"
11517,Complete,Not a volunteer but a giver,55-64 years,Male,Married,Spouse only,Alberta,"NA",Valid skip,"NA",Yes,Yes,"NA","NA",Employed,University Diploma,Canadian citizen by birth only,No,Valid skip,"NA"
11518,Complete,Not a volunteer but a giver,55-64 years,Male,"Single, never married",Alone,Nova Scotia,"NA",Valid skip,"NA",No,Valid skip,"NA","NA",Unemployed,Graduated from High school,Canadian citizen by birth only,No,Valid skip,"NA"
11519,Complete,Neither volunteer nor giver,65 years and over,Male,Married,Spouse only,Newfoundland and Labrador,"NA",Valid skip,"NA",No,Valid skip,"NA","NA",Not in labour force,Post-secondary diploma,Canadian citizen by birth only,No,Valid skip,"NA"
11520,Complete,Not a volunteer but a giver,25-34 years,Female,Married,Spouse and single/non-single child(ren),Quebec,"NA",Valid skip,"NA",Yes,No,"NA","NA",Employed,University Diploma,Canadian citizen by birth only,No,Valid skip,Very satisfied
11521,Complete,Volunteer and giver,55-64 years,Female,Married,Spouse only,British Columbia,"NA",At least once a month,"NA",No,Valid skip,"NA","NA",Not in labour force,Graduated from High school,Canadian citizen by birth only,No,Valid skip,"NA"
11522,Complete,Volunteer and giver,25-34 years,Female,"Single, never married",Living with one or two parents,Ontario,"NA",At least once a week,"NA",Yes,No,"NA","NA",Unemployed,University Diploma,Undetermined,No,Don't know,"NA"
11523,Complete,Not a volunteer but a giver,35-44 years,Female,Divorced,Single/non-single child(ren) only,Nova Scotia,"NA",Valid skip,"NA",Yes,Yes,"NA","NA",Unemployed,Post-secondary diploma,Canadian citizen by birth only,No,Valid skip,"NA"
11524,Complete,Not a volunteer but a giver,65 years and over,Female,Widowed,Alone,Manitoba,"NA",Valid skip,"NA",No,Valid skip,"NA","NA",Not in labour force,University Diploma,Canadian citizen by birth only,No,Valid skip,"NA"
11525,Complete,Volunteer and giver,25-34 years,Male,Living common-law,Spouse only,Prince Edward Island,"NA",At least 3 or 4 times (in the past 12 months),"NA",Yes,No,"NA","NA",Employed,University Diploma,Canadian citizen by birth only,No,Valid skip,"NA"
11526,Complete,Volunteer and giver,65 years and over,Male,Married,Spouse only,Quebec,"NA",At least 3 or 4 times (in the past 12 months),"NA",No,Valid skip,"NA","NA",Unemployed,Post-secondary diploma,Canadian citizen by birth only,No,Valid skip,"NA"
11527,Complete,Neither volunteer nor giver,65 years and over,Female,Married,Spouse only,British Columbia,"NA",Valid skip,"NA",No,Valid skip,"NA","NA",Not in labour force,Graduated from High school,Canadian citizen by naturalization only,No,Yes,"NA"
11528,Complete,Not a volunteer but a giver,65 years and over,Male,Married,Spouse only,British Columbia,"NA",Valid skip,"NA",No,Valid skip,"NA","NA",Not in labour force,Post-secondary diploma,Canadian citizen by birth only,No,Valid skip,Very satisfied
11529,Complete,Volunteer and giver,25-34 years,Male,"Single, never married",Alone,Ontario,"NA",At least 3 or 4 times (in the past 12 months),"NA",Yes,No,"NA","NA",Employed,University Diploma,Canadian citizen by birth only,No,Valid skip,"NA"
11530,Complete,Not a volunteer but a giver,65 years and over,Male,Married,Spouse only,Saskatchewan,"NA",Valid skip,"NA",No,Valid skip,"NA","NA",Not in labour force,Less than High School,Canadian citizen by birth only,No,Valid skip,"NA"
11531,Complete,Volunteer and giver,55-64 years,Male,Separated,Alone,Manitoba,"NA",Once or twice (in the past 12 months),"NA",Yes,Yes,"NA","NA",Not in labour force,University Diploma,Canadian citizen by birth only,No,Valid skip,"NA"
11532,Complete,Volunteer and giver,65 years and over,Female,Widowed,Alone,New Brunswick,"NA",At least 3 or 4 times (in the past 12 months),"NA",No,Valid skip,"NA","NA",Not in labour force,University Diploma,Canadian citizen by birth only,No,Valid skip,Very satisfied
11533,Complete,"Volunteer, not giver",45-54 years,Male,Married,Spouse only,Nova Scotia,"NA",At least once a week,"NA",Yes,No,"NA","NA",Employed,Post-secondary diploma,Canadian citizen by birth only,No,Valid skip,"NA"
11534,Complete,Not a volunteer but a giver,25-34 years,Female,Living common-law,Spouse and single/non-single child(ren),Alberta,"NA",Valid skip,"NA",Yes,No,"NA","NA",Employed,Post-secondary diploma,Canadian citizen by birth only,No,Valid skip,Very satisfied
11535,Complete,Volunteer and giver,45-54 years,Female,Divorced,Single/non-single child(ren) only,Ontario,"NA",At least once a week,"NA",Yes,No,"NA","NA",Unemployed,Post-secondary diploma,Canadian citizen by naturalization only,No,Yes,"NA"
11536,Complete,Volunteer and giver,55-64 years,Female,Married,Spouse only,Ontario,"NA",Daily or almost daily,"NA",No,Valid skip,"NA","NA",Not in labour force,University Diploma,Canadian citizen by birth only,No,Valid skip,"NA"
11537,Complete,Volunteer and giver,25-34 years,Male,"Single, never married",Alone,New Brunswick,"NA",At least once a month,"NA",Yes,Yes,"NA","NA",Employed,Graduated from High school,Canadian citizen by birth only,No,Valid skip,"NA"
11538,Complete,Not a volunteer but a giver,55-64 years,Female,Married,Spouse only,Quebec,"NA",Valid skip,"NA",No,Valid skip,"NA","NA",Not in labour force,Less than High School,Canadian citizen by birth only,No,Valid skip,"NA"
11539,Complete,Neither volunteer nor giver,65 years and over,Female,Married,Spouse only,Prince Edward Island,"NA",Valid skip,"NA",No,Valid skip,"NA","NA",Not in labour force,Post-secondary diploma,Canadian citizen by birth only,No,Valid skip,"NA"
11540,Complete,Volunteer and giver,45-54 years,Female,Married,Spouse and single/non-single child(ren),Quebec,"NA",At least 3 or 4 times (in the past 12 months),"NA",Yes,No,"NA","NA",Employed,University Diploma,Canadian citizen by birth only,No,Valid skip,"NA"
11541,Complete,Volunteer and giver,65 years and over,Male,Married,Single/non-single child(ren) only,New Brunswick,"NA",Daily or almost daily,"NA",No,Valid skip,"NA","NA",Not in labour force,Less than High School,Canadian citizen by birth only,No,Valid skip,Very satisfied
11542,Complete,Volunteer and giver,55-64 years,Male,Married,Spouse and single/non-single child(ren),Prince Edward Island,"NA",At least once a month,"NA",Yes,Yes,"NA","NA",Employed,Post-secondary diploma,Canadian citizen by birth only,No,Valid skip,"NA"
11543,Complete,Not a volunteer but a giver,65 years and over,Male,Married,Spouse only,New Brunswick,"NA",Valid skip,"NA",Yes,Yes,"NA","NA",Not in labour force,Graduated from High school,Canadian citizen by birth only,No,Valid skip,"NA"
11544,Complete,Volunteer and giver,25-34 years,Female,Married,Spouse only,Newfoundland and Labrador,"NA",At least once a month,"NA",Yes,No,"NA","NA",Employed,University Diploma,Canadian citizen by birth only,No,Valid skip,"NA"
11545,Complete,Volunteer and giver,55-64 years,Male,Married,Spouse only,New Brunswick,"NA",At least once a month,"NA",No,Valid skip,"NA","NA",Unemployed,Post-secondary diploma,Canadian citizen by birth only,No,Valid skip,"NA"
11546,Complete,Volunteer and giver,45-54 years,Male,Married,Spouse and single/non-single child(ren),New Brunswick,"NA",Once or twice (in the past 12 months),"NA",Yes,No,"NA","NA",Employed,Post-secondary diploma,Canadian citizen by birth only,No,Valid skip,"NA"
11547,Complete,Volunteer and giver,25-34 years,Female,"Single, never married",Alone,Saskatchewan,"NA",Once or twice (in the past 12 months),"NA",Yes,No,"NA","NA",Employed,Post-secondary diploma,Canadian citizen by birth only,No,Valid skip,Very satisfied
11548,Complete,Not a volunteer but a giver,65 years and over,Female,Married,Spouse only,British Columbia,"NA",Valid skip,"NA",No,Valid skip,"NA","NA",Not in labour force,Graduated from High school,Canadian citizen by birth only,No,Valid skip,"NA"
11549,Complete,Not a volunteer but a giver,25-34 years,Male,Married,Spouse only,Nova Scotia,"NA",Valid skip,"NA",Yes,No,"NA","NA",Employed,Graduated from High school,Canadian citizen by birth only,No,Valid skip,"NA"
11550,Complete,"Volunteer, not giver",25-34 years,Male,Married,Spouse and single/non-single child(ren),British Columbia,"NA",At least once a week,"NA",Yes,No,"NA","NA",Employed,Less than High School,Canadian citizen by birth only,No,Valid skip,"NA"
11551,Complete,Volunteer and giver,45-54 years,Male,Married,Spouse only,Newfoundland and Labrador,"NA",At least 3 or 4 times (in the past 12 months),"NA",Yes,No,"NA","NA",Employed,Post-secondary diploma,Canadian citizen by birth only,No,Valid skip,"NA"
11552,Complete,Not a volunteer but a giver,55-64 years,Female,Living common-law,Spouse only,Ontario,"NA",Valid skip,"NA",Yes,No,"NA","NA",Employed,University Diploma,Undetermined,No,Valid skip,Very satisfied
11553,Complete,Volunteer and giver,65 years and over,Female,Married,Spouse only,Saskatchewan,"NA",At least once a week,"NA",No,Valid skip,"NA","NA",Not in labour force,Graduated from High school,Canadian citizen by birth only,No,Valid skip,Very satisfied
11554,Complete,Volunteer and giver,25-34 years,Male,"Single, never married",Living with one or two parents,Quebec,"NA",At least once a week,"NA",Yes,Yes,"NA","NA",Not in labour force,Post-secondary diploma,Canadian citizen by birth only,Yes,Valid skip,"NA"
11555,Complete,Volunteer and giver,45-54 years,Female,Married,Spouse and single/non-single child(ren),Newfoundland and Labrador,"NA",At least once a week,"NA",No,Valid skip,"NA","NA",Not in labour force,Graduated from High school,Canadian citizen by birth only,No,Valid skip,"NA"
11556,Complete,Not a volunteer but a giver,25-34 years,Male,Living common-law,Spouse only,New Brunswick,"NA",Valid skip,"NA",Yes,No,"NA","NA",Employed,Graduated from High school,Canadian citizen by birth only,No,Valid skip,"NA"
11557,Complete,Not a volunteer but a giver,25-34 years,Female,Living common-law,Spouse and single/non-single child(ren),Quebec,"NA",Valid skip,"NA",Yes,No,"NA","NA",Employed,Post-secondary diploma,Canadian citizen by birth only,No,Valid skip,"NA"
11558,Partial,Volunteer and giver,45-54 years,Male,Married,Other living arrangement,Ontario,"NA",At least once a month,"NA",Yes,No,"NA","NA",Unable to determine,Not stated,Undetermined,Not stated,Not stated,"NA"
11559,Complete,Volunteer and giver,55-64 years,Female,Married,Spouse only,Quebec,"NA",Once or twice (in the past 12 months),"NA",No,Valid skip,"NA","NA",Employed,Post-secondary diploma,Canadian citizen by birth only,No,Valid skip,"NA"
11560,Complete,Not a volunteer but a giver,15-24 years,Female,"Single, never married",Living with one or two parents,Alberta,"NA",Valid skip,"NA",Yes,No,"NA","NA",Employed,Graduated from High school,Canadian citizen by naturalization and other citizenship(s),Yes,Yes,"NA"
11561,Complete,Not a volunteer but a giver,45-54 years,Male,Married,Spouse and single/non-single child(ren),Newfoundland and Labrador,"NA",Valid skip,"NA",Yes,No,"NA","NA",Employed,Post-secondary diploma,Canadian citizen by birth only,No,Valid skip,"NA"
11562,Complete,Not a volunteer but a giver,35-44 years,Male,Married,Spouse only,Quebec,"NA",Valid skip,"NA",Yes,No,"NA","NA",Employed,Less than High School,Canadian citizen by naturalization only,No,Yes,"NA"
11563,Complete,Not a volunteer but a giver,25-34 years,Male,"Single, never married",Spouse only,Quebec,"NA",Valid skip,"NA",Yes,No,"NA","NA",Employed,Post-secondary diploma,Canadian citizen by birth only,No,Valid skip,"NA"
11564,Complete,Not a volunteer but a giver,35-44 years,Female,Married,Spouse only,Manitoba,"NA",Valid skip,"NA",Yes,No,"NA","NA",Employed,Post-secondary diploma,Canadian citizen by birth only,No,Valid skip,"NA"
11565,Complete,Not a volunteer but a giver,65 years and over,Female,Married,Spouse only,New Brunswick,"NA",Valid skip,"NA",No,Valid skip,"NA","NA",Not in labour force,University Diploma,Canadian citizen by birth only,No,Valid skip,Very satisfied
11566,Complete,Volunteer and giver,65 years and over,Female,Married,Spouse only,Ontario,"NA",At least 3 or 4 times (in the past 12 months),"NA",No,Valid skip,"NA","NA",Not in labour force,Graduated from High school,Canadian citizen by naturalization and other citizenship(s),No,Yes,Very satisfied
11567,Complete,Volunteer and giver,45-54 years,Female,Married,Spouse only,Manitoba,"NA",At least once a month,"NA",Yes,No,"NA","NA",Employed,University Diploma,Canadian citizen by birth only,No,Valid skip,"NA"
11568,Complete,Volunteer and giver,65 years and over,Male,"Single, never married",Alone,Saskatchewan,"NA",Daily or almost daily,"NA",No,Valid skip,"NA","NA",Not in labour force,Less than High School,Canadian citizen by birth only,No,Valid skip,"NA"
